# id;timestamp;commentText;codeText;commentWords;codeWords
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1328020251;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1355352386;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1356735495;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1357119239;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1368482696;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1385412762;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1386678412;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1404251417;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1467730834;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1495868221;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1496837955;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1498849035;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1503007895;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1518260986;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		super.removeSingleton(beanName)__		this.factoryBeanObjectCache.remove(beanName)__	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1521822873;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		synchronized (getSingletonMutex()) {_			super.removeSingleton(beanName)__			this.factoryBeanObjectCache.remove(beanName)__		}_	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,synchronized,get,singleton,mutex,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1522103043;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		synchronized (getSingletonMutex()) {_			super.removeSingleton(beanName)__			this.factoryBeanObjectCache.remove(beanName)__		}_	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,synchronized,get,singleton,mutex,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1525267300;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		synchronized (getSingletonMutex()) {_			super.removeSingleton(beanName)__			this.factoryBeanObjectCache.remove(beanName)__		}_	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,synchronized,get,singleton,mutex,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
FactoryBeanRegistrySupport -> @Override 	protected void removeSingleton(String beanName);1530174524;Overridden to clear the FactoryBean object cache as well.;@Override_	protected void removeSingleton(String beanName) {_		synchronized (getSingletonMutex()) {_			super.removeSingleton(beanName)__			this.factoryBeanObjectCache.remove(beanName)__		}_	};overridden,to,clear,the,factory,bean,object,cache,as,well;override,protected,void,remove,singleton,string,bean,name,synchronized,get,singleton,mutex,super,remove,singleton,bean,name,this,factory,bean,object,cache,remove,bean,name
