commented;modifiers;parameterAmount;loc;comment;code
false;public;0;3;;public String getUserName() {     return userName. }
false;public;1;3;;public void setUserName(String userName) {     this.userName = userName. }
false;public;0;3;;public String getUserPassword() {     return userPassword. }
false;public;1;3;;public void setUserPassword(String userPassword) {     this.userPassword = userPassword. }
false;public;0;3;;public String getClientId() {     return clientId. }
false;public;1;3;;public void setClientId(String clientId) {     this.clientId = clientId. }
false;public;0;3;;public OAuthScope[] getScopes() {     return scopes. }
false;public;1;3;;public void setScopes(OAuthScope[] scopes) {     this.scopes = scopes. }
false;public;0;3;;public String getRedirectUri() {     return redirectUri. }
false;public;1;3;;public void setRedirectUri(String redirectUri) {     this.redirectUri = redirectUri. }
false;public;0;3;;public String getClientSecret() {     return clientSecret. }
false;public;1;3;;public void setClientSecret(String clientSecret) {     this.clientSecret = clientSecret. }
false;public;0;3;;public OAuthSecureStorage getSecureStorage() {     return secureStorage. }
false;public;1;3;;public void setSecureStorage(OAuthSecureStorage secureStorage) {     this.secureStorage = secureStorage. }
