# id;timestamp;commentText;codeText;commentWords;codeWords
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1469043894;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1472052763;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1477498003;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1477672121;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1477924473;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1488305420;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1495653033;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1498486910;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1501064632;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> Result -> public long getNumberOfRectangleTriplets();1501532946;Get the number of rectangle triplets.__@return number of rectangle triplets;public long getNumberOfRectangleTriplets() {_			return rectangleTripletCount__		};get,the,number,of,rectangle,triplets,return,number,of,rectangle,triplets;public,long,get,number,of,rectangle,triplets,return,rectangle,triplet,count
EdgeMetrics -> public EdgeMetrics<K, VV, EV> setParallelism(int parallelism);1469043894;Override the operator parallelism.__@param parallelism operator parallelism_@return this;public EdgeMetrics<K, VV, EV> setParallelism(int parallelism) {_		this.parallelism = parallelism___		return this__	};override,the,operator,parallelism,param,parallelism,operator,parallelism,return,this;public,edge,metrics,k,vv,ev,set,parallelism,int,parallelism,this,parallelism,parallelism,return,this
EdgeMetrics -> public EdgeMetrics<K, VV, EV> setParallelism(int parallelism);1472052763;Override the operator parallelism.__@param parallelism operator parallelism_@return this;public EdgeMetrics<K, VV, EV> setParallelism(int parallelism) {_		this.parallelism = parallelism___		return this__	};override,the,operator,parallelism,param,parallelism,operator,parallelism,return,this;public,edge,metrics,k,vv,ev,set,parallelism,int,parallelism,this,parallelism,parallelism,return,this
EdgeMetrics -> public EdgeMetrics<K, VV, EV> setParallelism(int parallelism);1477498003;Override the operator parallelism.__@param parallelism operator parallelism_@return this;public EdgeMetrics<K, VV, EV> setParallelism(int parallelism) {_		this.parallelism = parallelism___		return this__	};override,the,operator,parallelism,param,parallelism,operator,parallelism,return,this;public,edge,metrics,k,vv,ev,set,parallelism,int,parallelism,this,parallelism,parallelism,return,this
EdgeMetrics -> public EdgeMetrics<K, VV, EV> setParallelism(int parallelism);1477672121;Override the operator parallelism.__@param parallelism operator parallelism_@return this;public EdgeMetrics<K, VV, EV> setParallelism(int parallelism) {_		this.parallelism = parallelism___		return this__	};override,the,operator,parallelism,param,parallelism,operator,parallelism,return,this;public,edge,metrics,k,vv,ev,set,parallelism,int,parallelism,this,parallelism,parallelism,return,this
EdgeMetrics -> public EdgeMetrics<K, VV, EV> setParallelism(int parallelism);1477924473;Override the operator parallelism.__@param parallelism operator parallelism_@return this;public EdgeMetrics<K, VV, EV> setParallelism(int parallelism) {_		this.parallelism = parallelism___		return this__	};override,the,operator,parallelism,param,parallelism,operator,parallelism,return,this;public,edge,metrics,k,vv,ev,set,parallelism,int,parallelism,this,parallelism,parallelism,return,this
EdgeMetrics -> public EdgeMetrics<K, VV, EV> setParallelism(int parallelism);1488305420;Override the operator parallelism.__@param parallelism operator parallelism_@return this;public EdgeMetrics<K, VV, EV> setParallelism(int parallelism) {_		this.parallelism = parallelism___		return this__	};override,the,operator,parallelism,param,parallelism,operator,parallelism,return,this;public,edge,metrics,k,vv,ev,set,parallelism,int,parallelism,this,parallelism,parallelism,return,this
EdgeMetrics -> public EdgeMetrics<K, VV, EV> setParallelism(int parallelism);1495653033;Override the operator parallelism.__@param parallelism operator parallelism_@return this;public EdgeMetrics<K, VV, EV> setParallelism(int parallelism) {_		this.parallelism = parallelism___		return this__	};override,the,operator,parallelism,param,parallelism,operator,parallelism,return,this;public,edge,metrics,k,vv,ev,set,parallelism,int,parallelism,this,parallelism,parallelism,return,this
EdgeMetrics -> EdgeMetricsHelper -> public EdgeMetricsHelper(String id);1469043894;This helper class collects edge metrics by scanning over and_discarding elements from the given DataSet.__The unique id is required because Flink's accumulator namespace is_among all operators.__@param id unique string used for accumulator names;public EdgeMetricsHelper(String id) {_			this.id = id__		};this,helper,class,collects,edge,metrics,by,scanning,over,and,discarding,elements,from,the,given,data,set,the,unique,id,is,required,because,flink,s,accumulator,namespace,is,among,all,operators,param,id,unique,string,used,for,accumulator,names;public,edge,metrics,helper,string,id,this,id,id
EdgeMetrics -> EdgeMetricsHelper -> public EdgeMetricsHelper(String id);1472052763;This helper class collects edge metrics by scanning over and_discarding elements from the given DataSet.__The unique id is required because Flink's accumulator namespace is_among all operators.__@param id unique string used for accumulator names;public EdgeMetricsHelper(String id) {_			this.id = id__		};this,helper,class,collects,edge,metrics,by,scanning,over,and,discarding,elements,from,the,given,data,set,the,unique,id,is,required,because,flink,s,accumulator,namespace,is,among,all,operators,param,id,unique,string,used,for,accumulator,names;public,edge,metrics,helper,string,id,this,id,id
EdgeMetrics -> EdgeMetricsHelper -> public EdgeMetricsHelper(String id);1477498003;This helper class collects edge metrics by scanning over and_discarding elements from the given DataSet.__The unique id is required because Flink's accumulator namespace is_among all operators.__@param id unique string used for accumulator names;public EdgeMetricsHelper(String id) {_			this.id = id__		};this,helper,class,collects,edge,metrics,by,scanning,over,and,discarding,elements,from,the,given,data,set,the,unique,id,is,required,because,flink,s,accumulator,namespace,is,among,all,operators,param,id,unique,string,used,for,accumulator,names;public,edge,metrics,helper,string,id,this,id,id
EdgeMetrics -> Result -> public long getNumberOfVertices();1469043894;Get the number of vertices.__@return number of vertices;public long getNumberOfVertices() {_			return vertexCount__		};get,the,number,of,vertices,return,number,of,vertices;public,long,get,number,of,vertices,return,vertex,count
EdgeMetrics -> Result -> public long getNumberOfVertices();1472052763;Get the number of vertices.__@return number of vertices;public long getNumberOfVertices() {_			return vertexCount__		};get,the,number,of,vertices,return,number,of,vertices;public,long,get,number,of,vertices,return,vertex,count
EdgeMetrics -> Result -> public long getNumberOfVertices();1477498003;Get the number of vertices.__@return number of vertices;public long getNumberOfVertices() {_			return vertexCount__		};get,the,number,of,vertices,return,number,of,vertices;public,long,get,number,of,vertices,return,vertex,count
EdgeMetrics -> Result -> public long getMaximumDegree();1469043894;Get the maximum degree.__@return maximum degree;public long getMaximumDegree() {_			return maximumDegree__		};get,the,maximum,degree,return,maximum,degree;public,long,get,maximum,degree,return,maximum,degree
EdgeMetrics -> Result -> public long getMaximumDegree();1472052763;Get the maximum degree.__@return maximum degree;public long getMaximumDegree() {_			return maximumDegree__		};get,the,maximum,degree,return,maximum,degree;public,long,get,maximum,degree,return,maximum,degree
EdgeMetrics -> Result -> public long getMaximumDegree();1477498003;Get the maximum degree.__@return maximum degree;public long getMaximumDegree() {_			return maximumDegree__		};get,the,maximum,degree,return,maximum,degree;public,long,get,maximum,degree,return,maximum,degree
EdgeMetrics -> Result -> public long getNumberOfTriplets();1469043894;Get the number of triplets.__@return number of triplets;public long getNumberOfTriplets() {_			return tripletCount__		};get,the,number,of,triplets,return,number,of,triplets;public,long,get,number,of,triplets,return,triplet,count
EdgeMetrics -> Result -> public long getNumberOfTriplets();1472052763;Get the number of triplets.__@return number of triplets;public long getNumberOfTriplets() {_			return tripletCount__		};get,the,number,of,triplets,return,number,of,triplets;public,long,get,number,of,triplets,return,triplet,count
EdgeMetrics -> Result -> public long getNumberOfTriplets();1477498003;Get the number of triplets.__@return number of triplets;public long getNumberOfTriplets() {_			return tripletCount__		};get,the,number,of,triplets,return,number,of,triplets;public,long,get,number,of,triplets,return,triplet,count
EdgeMetrics -> Result -> public long getMaximumTriangleTriplets();1469043894;Get the maximum triangle triplets.__@return maximum triangle triplets;public long getMaximumTriangleTriplets() {_			return maximumTriangleTriplets__		};get,the,maximum,triangle,triplets,return,maximum,triangle,triplets;public,long,get,maximum,triangle,triplets,return,maximum,triangle,triplets
EdgeMetrics -> Result -> public long getMaximumTriangleTriplets();1472052763;Get the maximum triangle triplets.__@return maximum triangle triplets;public long getMaximumTriangleTriplets() {_			return maximumTriangleTriplets__		};get,the,maximum,triangle,triplets,return,maximum,triangle,triplets;public,long,get,maximum,triangle,triplets,return,maximum,triangle,triplets
EdgeMetrics -> Result -> public long getMaximumTriangleTriplets();1477498003;Get the maximum triangle triplets.__@return maximum triangle triplets;public long getMaximumTriangleTriplets() {_			return maximumTriangleTriplets__		};get,the,maximum,triangle,triplets,return,maximum,triangle,triplets;public,long,get,maximum,triangle,triplets,return,maximum,triangle,triplets
EdgeMetrics -> Result -> public long getMaximumTriangleTriplets();1477672121;Get the maximum triangle triplets.__@return maximum triangle triplets;public long getMaximumTriangleTriplets() {_			return maximumTriangleTriplets__		};get,the,maximum,triangle,triplets,return,maximum,triangle,triplets;public,long,get,maximum,triangle,triplets,return,maximum,triangle,triplets
