commented;modifiers;parameterAmount;loc;comment;code
false;public;0;4;;@Override public Producer createProducer() throws Exception {     return new GlanceProducer(this, createClient()). }
false;public;0;4;;@Override public String getDomain() {     return domain. }
true;public;1;3;/**  * Authentication domain  */ ;/**  * Authentication domain  */ public void setDomain(String domain) {     this.domain = domain. }
false;public;0;4;;@Override public String getProject() {     return project. }
true;public;1;3;/**  * The project ID  */ ;/**  * The project ID  */ public void setProject(String project) {     this.project = project. }
false;public;0;4;;@Override public String getOperation() {     return operation. }
true;public;1;3;/**  * The operation to do  */ ;/**  * The operation to do  */ public void setOperation(String operation) {     this.operation = operation. }
false;public;0;4;;@Override public String getUsername() {     return username. }
true;public;1;3;/**  * OpenStack username  */ ;/**  * OpenStack username  */ public void setUsername(String username) {     this.username = username. }
false;public;0;4;;@Override public String getPassword() {     return password. }
true;public;1;3;/**  * OpenStack password  */ ;/**  * OpenStack password  */ public void setPassword(String password) {     this.password = password. }
false;public;0;4;;@Override public String getHost() {     return host. }
true;public;1;3;/**  * OpenStack host url  */ ;/**  * OpenStack host url  */ public void setHost(String host) {     this.host = host. }
false;public;0;3;;public Config getConfig() {     return config. }
true;public;1;3;/**  * OpenStack configuration  */ ;/**  * OpenStack configuration  */ public void setConfig(Config config) {     this.config = config. }
false;public;0;3;;public String getApiVersion() {     return apiVersion. }
true;public;1;3;/**  * OpenStack API version  */ ;/**  * OpenStack API version  */ public void setApiVersion(String apiVersion) {     this.apiVersion = apiVersion. }
