# id;timestamp;commentText;codeText;commentWords;codeWords
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1424769447;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1425061657;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1429874322;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1431522266;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1446043126;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1467677340;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1467730834;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType);1496242568;Validate that a {@link Collection} of the elements held within the stream can be_converted to the specified {@code targetType}._@param elementType the type of the stream elements_@param targetType the type to convert to;public boolean matchesFromStream(TypeDescriptor elementType, TypeDescriptor targetType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(collectionOfElement, targetType)__	};validate,that,a,link,collection,of,the,elements,held,within,the,stream,can,be,converted,to,the,specified,code,target,type,param,element,type,the,type,of,the,stream,elements,param,target,type,the,type,to,convert,to;public,boolean,matches,from,stream,type,descriptor,element,type,type,descriptor,target,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,collection,of,element,target,type
StreamConverter -> public boolean matchesToStream(TypeDescriptor elementType, TypeDescriptor sourceType);1424769447;Validate that the specified {@code sourceType} can be converted to a {@link Collection} of_type type of the stream elements_@param elementType the type of the stream elements_@param sourceType the type to convert from;public boolean matchesToStream(TypeDescriptor elementType, TypeDescriptor sourceType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(sourceType, collectionOfElement)__	};validate,that,the,specified,code,source,type,can,be,converted,to,a,link,collection,of,type,type,of,the,stream,elements,param,element,type,the,type,of,the,stream,elements,param,source,type,the,type,to,convert,from;public,boolean,matches,to,stream,type,descriptor,element,type,type,descriptor,source,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,source,type,collection,of,element
StreamConverter -> public boolean matchesToStream(TypeDescriptor elementType, TypeDescriptor sourceType);1425061657;Validate that the specified {@code sourceType} can be converted to a {@link Collection} of_the type of the stream elements._@param elementType the type of the stream elements_@param sourceType the type to convert from;public boolean matchesToStream(TypeDescriptor elementType, TypeDescriptor sourceType) {_		TypeDescriptor collectionOfElement = TypeDescriptor.collection(Collection.class, elementType)__		return this.conversionService.canConvert(sourceType, collectionOfElement)__	};validate,that,the,specified,code,source,type,can,be,converted,to,a,link,collection,of,the,type,of,the,stream,elements,param,element,type,the,type,of,the,stream,elements,param,source,type,the,type,to,convert,from;public,boolean,matches,to,stream,type,descriptor,element,type,type,descriptor,source,type,type,descriptor,collection,of,element,type,descriptor,collection,collection,class,element,type,return,this,conversion,service,can,convert,source,type,collection,of,element
